resultID,raceID,driverID,constructorID,qualifyID,FinalPosition,RacePoints,FastestLap,TotalLaps
629,47,20,5,628,19,0,01:30.0,57
630,47,29,12,630,20,0,01:31.0,56
631,47,16,12,629,21,0,01:30.6,53
632,47,17,9,622,0,0,01:30.8,9
633,48,4,1,633,1,10,01:22.9,53
634,48,1,1,634,2,8,01:22.9,53
635,48,8,6,637,3,6,01:23.4,53
636,48,2,2,636,4,5,01:23.7,53
637,48,9,2,638,5,4,01:23.9,53
638,48,3,3,640,6,3,01:24.5,53
639,48,5,4,639,7,2,01:24.2,53
640,48,18,11,642,8,1,01:24.5,53
641,48,17,9,643,9,0,01:24.8,53
642,48,22,11,644,10,0,01:24.8,53
643,48,15,7,641,11,0,01:24.6,53
644,48,21,4,647,12,0,01:24.8,52
645,48,25,3,645,13,0,01:25.0,52
646,48,19,8,646,14,0,01:25.1,52
647,48,23,7,650,15,0,01:25.0,52
648,48,11,8,649,16,0,01:24.7,52
649,48,24,5,651,17,0,01:25.4,52
650,48,20,5,648,18,0,01:25.3,52
651,48,16,12,653,19,0,01:25.4,52
652,48,29,12,654,20,0,01:25.5,52
653,48,13,6,635,0,0,01:24.0,10
654,48,14,9,652,0,0,0,1
655,49,8,6,655,1,10,01:48.1,44
656,49,13,6,656,2,8,01:48.0,44
657,49,4,1,657,3,6,01:48.2,44
658,49,1,1,658,4,5,01:48.2,44
659,49,2,2,660,5,4,01:48.7,44
660,49,3,3,659,6,3,01:49.8,44
661,49,17,9,661,7,2,01:50.0,44
662,49,5,4,663,8,1,01:49.6,44
663,49,9,2,668,9,0,01:48.9,44
664,49,23,7,664,10,0,01:50.0,44
665,49,15,7,662,11,0,01:49.0,44
666,49,24,5,667,12,0,01:50.7,43
667,49,22,11,671,13,0,01:50.7,43
668,49,16,12,673,14,0,01:50.9,43
669,49,11,8,672,15,0,01:50.9,43
670,49,19,8,674,16,0,01:51.4,43
671,49,29,12,675,17,0,01:51.6,43
672,49,18,11,666,0,0,01:51.1,36
673,49,25,3,669,0,0,01:51.3,34
674,49,14,9,665,0,0,01:51.2,29
675,49,20,5,670,0,0,01:52.7,8
676,49,21,4,676,0,0,0,1
677,50,1,1,677,1,10,01:28.2,67
678,50,5,4,687,2,8,01:29.7,67
679,50,8,6,679,3,6,01:29.6,67
680,50,14,9,688,4,5,01:30.1,67
681,50,21,4,686,5,4,01:30.4,67
682,50,13,6,680,6,3,01:29.6,67
683,50,9,2,685,7,2,01:29.0,67
684,50,16,12,696,8,1,01:31.9,67
685,50,24,5,690,9,0,01:30.7,67
686,50,22,11,693,10,0,01:31.1,67
687,50,18,11,682,11,0,01:32.0,66
688,50,29,12,698,12,0,01:32.1,66
689,50,15,7,689,13,0,01:32.4,66
690,50,2,2,681,14,0,01:29.1,65
691,50,11,8,697,15,0,01:31.5,65
692,50,23,7,691,0,0,01:30.9,55
693,50,19,8,695,0,0,01:31.8,54
694,50,3,3,692,0,0,01:29.9,49
695,50,20,5,684,0,0,01:29.1,46
696,50,17,9,683,0,0,01:28.9,45
697,50,4,1,678,0,0,01:28.5,41
698,50,25,3,694,0,0,02:05.6,19
699,51,8,6,700,1,10,01:38.3,56
700,51,4,1,702,2,8,01:38.0,56
701,51,13,6,701,3,6,01:37.5,56
702,51,20,5,715,4,5,01:39.9,56
703,51,18,11,708,5,4,01:38.9,56
704,51,24,5,709,6,3,01:39.7,56
705,51,2,2,706,7,2,01:39.3,56
706,51,14,9,703,8,1,01:39.6,56
707,51,5,4,711,9,0,01:39.3,56
708,51,17,9,705,10,0,01:39.4,56
709,51,21,4,716,11,0,01:38.9,56
710,51,25,3,717,12,0,01:39.7,55
711,51,15,7,710,13,0,01:39.9,55
712,51,11,8,718,14,0,01:40.1,55
713,51,22,11,714,15,0,01:40.5,55
714,51,3,3,713,16,0,01:39.2,54
715,51,29,12,720,17,0,01:40.8,53
716,51,9,2,707,0,0,01:40.9,33
717,51,1,1,699,0,0,01:43.1,30
718,51,23,7,704,0,0,01:44.1,25
719,51,16,12,719,0,0,01:47.6,24
720,51,19,8,712,0,0,01:51.8,11
721,52,8,6,723,1,10,01:12.4,71
722,52,13,6,721,2,8,01:12.6,71
723,52,4,1,724,3,6,01:13.2,71
724,52,3,3,730,4,5,01:13.2,71
725,52,9,2,727,5,4,01:12.7,71
726,52,2,2,726,6,3,01:13.5,71
727,52,1,1,722,7,2,01:12.5,70
728,52,15,7,728,8,1,01:13.4,70
729,52,14,9,729,9,0,01:14.2,70
730,52,6,3,739,10,0,01:13.1,70
731,52,23,7,735,11,0,01:13.4,70
732,52,11,8,738,12,0,01:14.9,69
733,52,24,5,734,13,0,01:13.6,69
734,52,19,8,740,14,0,01:14.3,68
735,52,16,12,741,0,0,01:15.2,43
736,52,22,11,731,0,0,01:14.7,40
737,52,5,4,737,0,0,01:14.9,35
738,52,20,5,733,0,0,01:14.4,34
739,52,18,11,736,0,0,01:14.0,20
740,52,17,9,725,0,0,01:14.4,14
741,52,29,12,742,0,0,01:50.4,2
742,52,21,4,732,0,0,02:02.7,2
743,53,4,4,746,1,10,01:32.5,57
744,53,30,6,743,2,8,01:32.5,57
745,53,8,1,764,3,6,01:32.9,57
746,53,18,11,745,4,5,01:32.7,57
747,53,31,1,747,5,4,01:32.8,57
748,53,17,3,749,6,3,01:32.7,57
749,53,3,3,754,7,2,01:32.4,57
750,53,32,9,750,8,1,01:33.2,57
751,53,13,6,744,9,0,01:32.7,57
752,53,14,9,755,10,0,01:33.4,57
753,53,24,5,757,11,0,01:33.5,57
754,53,2,2,752,12,0,01:33.8,56
755,53,26,5,758,13,0,01:33.1,56
756,53,23,7,759,14,0,01:34.1,56
757,53,22,11,748,15,0,01:33.8,56
758,53,15,7,756,16,0,01:34.9,56
759,53,33,13,761,17,0,01:35.9,55
760,53,11,8,762,18,0,01:37.1,53
761,53,34,8,763,0,0,01:38.3,35
762,53,35,2,753,0,0,01:33.7,29
763,53,21,4,751,0,0,01:34.3,21
764,53,27,13,760,0,0,0,0
765,54,21,4,765,1,10,01:35.3,56
766,54,4,4,772,2,8,01:34.8,56
767,54,18,11,766,3,6,01:35.6,56
768,54,31,1,770,4,5,01:35.6,56
769,54,13,6,780,5,4,01:36.0,56
770,54,30,6,768,6,3,01:35.6,56
771,54,35,2,778,7,2,01:36.0,56
772,54,23,7,774,8,1,01:35.7,56
773,54,15,7,777,9,0,01:36.4,55
774,54,22,11,776,10,0,01:36.2,55
775,54,24,5,782,11,0,01:37.4,54
776,54,27,13,783,12,0,01:38.2,54
777,54,33,13,784,13,0,01:39.5,54
778,54,11,8,785,14,0,01:40.2,53
779,54,2,2,779,0,0,01:35.8,48
780,54,26,5,781,0,0,01:37.3,41
781,54,34,8,786,0,0,01:42.8,33
782,54,32,9,773,0,0,01:36.9,26
783,54,17,3,769,0,0,01:36.8,15
784,54,14,9,775,0,0,01:38.1,10
785,54,3,3,767,0,0,01:37.4,6
786,54,8,1,771,0,0,0,0
787,55,4,4,789,1,10,01:26.2,57
788,55,8,1,790,2,8,01:26.0,57
789,55,23,7,792,3,6,01:27.8,57
790,55,2,2,794,4,5,01:27.7,57
791,55,21,4,788,5,4,01:27.6,57
792,55,35,2,795,6,3,01:28.3,57
793,55,22,11,803,7,2,01:27.7,57
794,55,14,9,798,8,1,01:28.3,57
795,55,26,5,805,9,0,01:28.4,57
796,55,18,11,787,10,0,01:27.8,56
797,55,27,13,804,11,0,01:29.2,56
798,55,11,8,807,12,0,01:30.6,55
799,55,34,8,808,13,0,01:33.7,54
800,55,31,1,791,0,0,01:27.5,46
801,55,33,13,806,0,0,01:29.7,39
802,55,24,5,799,0,0,01:28.0,37
803,55,30,6,797,0,0,01:27.2,32
804,55,17,3,793,0,0,01:27.8,22
805,55,32,9,800,0,0,01:41.4,4
806,55,15,7,796,0,0,0,0
807,55,3,3,801,0,0,0,0
808,55,13,6,802,0,0,0,0
809,56,30,6,809,1,10,01:24.6,62
810,56,4,4,813,2,8,01:24.6,62
811,56,31,1,815,3,6,01:25.1,62
812,56,13,6,812,4,5,01:25.5,62
813,56,8,1,816,5,4,01:25.0,62
814,56,17,3,818,6,3,01:25.5,62
815,56,18,11,810,7,2,01:25.3,62
816,56,21,4,819,8,1,01:25.4,62
817,56,23,7,814,9,0,01:25.3,62
818,56,22,11,811,10,0,01:26.1,62
819,56,3,3,821,11,0,01:26.4,62
820,56,35,2,820,12,0,01:25.4,62
821,56,2,2,823,13,0,01:26.0,61
822,56,24,5,824,14,0,01:25.7,61
823,56,26,5,826,15,0,01:26.2,61
824,56,33,13,827,16,0,01:27.2,60
825,56,14,9,822,0,0,01:26.9,47
826,56,11,8,829,0,0,01:29.1,44
827,56,32,9,825,0,0,01:26.8,40
828,56,34,8,830,0,0,01:31.0,23
829,56,15,7,817,0,0,01:28.0,5
830,56,27,13,828,0,0,0,0
831,57,30,6,832,1,10,01:32.1,60
832,57,4,4,831,2,8,01:32.5,60
833,57,13,6,833,3,6,01:33.1,60
834,57,8,1,835,4,5,01:32.5,60
835,57,22,11,834,5,4,01:34.0,60
836,57,21,4,843,6,3,01:33.0,60
837,57,3,3,842,7,2,01:33.6,60
838,57,35,2,838,8,1,01:34.0,60
839,57,15,7,837,9,0,01:34.0,59
840,57,2,2,845,10,0,01:34.0,59
841,57,26,5,849,11,0,01:34.1,59
842,57,33,13,850,12,0,01:35.5,59
843,57,27,13,848,13,0,01:35.4,59
844,57,23,7,841,0,0,01:33.6,52
845,57,31,1,839,0,0,01:33.6,52
846,57,11,8,851,0,0,01:36.7,45
847,57,36,8,852,0,0,01:37.2,29
848,57,18,11,836,0,0,01:34.0,28
849,57,32,9,847,0,0,01:34.6,28
850,57,17,3,840,0,0,01:35.4,12
851,57,14,9,844,0,0,02:24.5,2
852,57,24,5,846,0,0,0,0
853,58,4,4,853,1,10,01:16.7,66
854,58,30,6,855,2,8,01:16.9,66
855,58,21,4,854,3,6,01:17.1,66
856,58,13,6,856,4,5,01:16.6,66
857,58,8,1,861,5,4,01:17.4,66
858,58,18,11,860,6,3,01:17.4,66
859,58,22,11,857,7,2,01:17.4,65
860,58,2,2,862,8,1,01:17.9,65
861,58,17,3,863,9,0,01:17.9,65
862,58,15,7,859,10,0,01:18.5,65
863,58,3,3,865,11,0,01:17.9,65
864,58,35,2,866,12,0,01:18.0,65
865,58,32,9,867,13,0,01:18.5,65
866,58,14,9,874,14,0,01:17.9,65
867,58,24,5,868,15,0,01:18.5,63
868,58,33,13,870,16,0,01:19.3,63
869,58,11,8,872,17,0,01:20.4,62
870,58,27,13,871,0,0,01:19.5,48
871,58,26,5,869,0,0,01:18.5,47
872,58,23,7,858,0,0,01:18.6,31
873,58,31,1,864,0,0,01:19.5,17
874,58,36,8,873,0,0,01:22.4,10
875,59,4,4,875,1,10,01:15.7,78
876,59,31,1,878,2,8,01:16.0,78
877,59,14,9,881,3,6,01:17.8,78
878,59,22,11,879,4,5,01:17.3,78
879,59,30,6,896,5,4,01:15.1,78
880,59,21,4,883,6,3,01:15.9,78
881,59,2,2,889,7,2,01:17.3,77
882,59,23,7,884,8,1,01:17.5,77
883,59,13,6,895,9,0,01:16.6,77
884,59,24,5,886,10,0,01:17.7,77
885,59,18,11,887,11,0,01:17.3,77
886,59,27,13,890,12,0,01:17.6,77
887,59,26,5,892,13,0,01:17.5,77
888,59,35,2,888,14,0,01:17.8,77
889,59,33,13,891,15,0,01:17.3,76
890,59,36,8,894,16,0,01:19.1,75
891,59,15,7,880,17,0,01:17.2,72
892,59,32,9,885,0,0,01:17.9,56
893,59,3,3,882,0,0,01:17.2,51
894,59,8,1,877,0,0,01:15.3,50
895,59,17,3,876,0,0,01:15.7,48
896,59,11,8,893,0,0,01:18.8,46
897,60,4,4,897,1,10,01:21.6,60
898,60,30,6,899,2,8,01:21.9,60
899,60,8,1,898,3,6,01:22.5,60
900,60,21,4,901,4,5,01:22.2,60
901,60,13,6,900,5,4,01:22.4,60
902,60,31,1,904,6,3,01:22.8,60
903,60,2,2,905,7,2,01:22.7,60
904,60,35,2,906,8,1,01:22.9,60
905,60,3,3,908,9,0,01:22.9,60
906,60,22,11,902,10,0,01:23.2,59
907,60,15,7,918,11,0,01:22.7,59
908,60,14,9,907,12,0,01:24.0,59
909,60,24,5,909,13,0,01:24.2,59
910,60,32,9,910,14,0,01:23.7,59
911,60,27,13,914,15,0,01:24.0,59
912,60,33,13,912,16,0,01:24.6,58
913,60,11,8,916,17,0,01:26.5,57
914,60,36,8,917,18,0,01:27.2,57
915,60,18,11,915,0,0,01:25.2,8
916,60,26,5,911,0,0,0,1
917,60,23,7,903,0,0,0,0
918,60,17,3,913,0,0,0,0
919,61,4,4,919,1,10,01:15.9,70
920,61,30,6,923,2,8,01:16.0,70
921,61,8,1,921,3,6,01:15.8,70
922,61,21,4,920,4,5,01:16.7,70
923,61,13,6,928,5,4,01:17.3,70
924,61,15,7,922,6,3,01:17.5,69
925,61,2,2,931,7,2,01:17.5,69
926,61,14,9,934,8,1,01:17.6,69
927,61,18,11,926,9,0,01:18.0,69
928,61,26,5,936,10,0,01:17.7,69
929,61,32,9,930,11,0,01:17.6,69
930,61,17,3,935,12,0,01:17.7,69
931,61,24,5,933,13,0,01:18.1,68
932,61,33,13,937,14,0,01:19.3,66
933,61,11,8,939,15,0,01:20.5,64
934,61,35,2,929,0,0,01:17.4,58
935,61,23,7,932,0,0,01:18.8,58
936,61,31,1,925,0,0,01:18.5,13
937,61,22,11,927,0,0,01:19.3,11
938,61,36,8,940,0,0,02:07.7,2
939,61,3,3,924,0,0,0,1
940,61,27,13,938,0,0,0,0
941,62,30,6,941,1,10,01:12.7,73
942,62,13,6,942,2,8,01:13.0,73
943,62,21,4,943,3,6,01:13.1,73
944,62,15,7,960,4,5,01:13.3,73
945,62,4,4,945,5,4,01:13.3,73
946,62,22,11,944,6,3,01:13.6,73
947,62,14,9,957,7,2,01:14.7,72
948,62,24,5,961,8,1,01:14.3,72
949,62,3,3,959,9,0,01:14.7,72
950,62,23,7,948,0,0,01:13.2,62
951,62,27,13,954,0,0,01:14.7,37
952,62,35,2,946,0,0,01:13.9,23
953,62,33,13,955,0,0,01:22.0,9
954,62,11,8,958,0,0,01:43.8,6
955,62,18,11,947,0,0,02:04.7,3
956,62,8,1,949,0,0,0,0
957,62,2,2,950,0,0,0,0
958,62,31,1,951,0,0,0,0
959,62,17,3,952,0,0,0,0
960,62,26,5,953,0,0,0,0
961,62,32,9,956,0,0,0,0
962,62,36,8,962,0,0,0,0
963,63,30,6,963,1,10,01:17.1,70
964,63,4,4,965,2,8,01:17.8,70
965,63,13,6,964,3,6,01:17.1,70
966,63,23,7,967,4,5,01:17.8,70
967,63,8,1,968,5,4,01:17.7,70
968,63,21,4,969,6,3,01:18.1,70
969,63,37,1,970,7,2,01:17.6,70
970,63,2,2,974,8,1,01:18.8,69
971,63,14,9,972,9,0,01:19.0,69
972,63,26,5,977,10,0,01:18.7,69
973,63,35,2,980,11,0,01:17.9,69
974,63,32,9,975,12,0,01:19.0,69
975,63,24,5,979,13,0,01:18.2,69
976,63,3,3,971,14,0,01:18.8,68
977,63,27,13,978,15,0,01:19.4,68
978,63,36,8,983,16,0,01:20.1,67
979,63,18,11,981,0,0,01:18.5,61
980,63,17,3,973,0,0,01:18.9,55
981,63,15,7,966,0,0,01:18.0,39
982,63,22,11,976,0,0,01:20.1,28
983,63,33,13,982,0,0,01:21.7,11
984,63,11,8,984,0,0,0,0
985,64,30,6,986,1,10,01:16.4,67
986,64,13,6,987,2,8,01:16.4,67
987,64,8,1,985,3,6,01:16.5,67
988,64,18,11,988,4,5,01:16.8,67
989,64,4,4,991,5,4,01:17.3,67
990,64,21,4,989,6,3,01:17.0,67
991,64,15,7,997,7,2,01:16.8,67
992,64,32,9,996,8,1,01:17.7,67
993,64,23,7,992,9,0,01:16.8,67
994,64,24,5,1001,10,0,01:17.4,66
995,64,14,9,994,11,0,01:17.8,66
996,64,26,5,1006,12,0,01:17.5,66
997,64,17,3,995,0,0,01:16.8,59
998,64,11,8,1003,0,0,01:19.4,38
999,64,35,2,998,0,0,01:18.9,30
1000,64,22,11,990,0,0,01:18.0,18
1001,64,2,2,1000,0,0,01:19.3,9
1002,64,37,1,993,0,0,01:19.6,2
1003,64,29,8,1005,0,0,0,1
1004,64,3,3,999,0,0,0,0
1005,64,27,13,1002,0,0,01:18.2,66
1006,64,33,13,1004,0,0,01:18.7,66
1007,65,18,11,1010,1,10,01:25.1,70
1008,65,37,1,1011,2,8,01:24.3,70
1009,65,2,2,1017,3,6,01:25.8,70
1010,65,22,11,1009,4,5,01:24.7,70
1011,65,14,9,1019,5,4,01:27.6,69
1012,65,23,7,1013,6,3,01:25.2,69
1013,65,13,6,1008,7,2,01:23.5,69
1014,65,30,6,1018,8,1,01:27.8,67
1015,65,33,13,1022,9,0,01:28.2,67
1016,65,27,13,1027,10,0,01:26.1,67
1017,65,26,5,1025,11,0,01:26.2,66
1018,65,15,7,1015,12,0,01:25.8,65
1019,65,11,8,1026,13,0,01:31.0,65
1020,65,4,4,1021,0,0,01:29.4,51
1021,65,8,1,1007,0,0,01:33.7,25
1022,65,24,5,1023,0,0,01:38.9,25
1023,65,3,3,1024,0,0,01:39.0,19
1024,65,21,4,1014,0,0,01:35.5,18
1025,65,32,9,1020,0,0,01:38.7,6
1026,65,17,3,1012,0,0,0,1
1027,65,29,8,1028,0,0,0,0
1028,65,9,2,1016,0,0,01:28.2,69
1029,66,13,6,1029,1,10,01:28.1,58
1030,66,4,4,1031,2,8,01:28.2,58
1031,66,30,6,1030,3,6,01:28.0,58
1032,66,18,11,1035,4,5,01:28.5,58
1033,66,37,1,1040,5,4,01:29.0,58
1034,66,21,4,1032,6,3,01:28.5,58
1035,66,23,7,1033,7,2,01:29.1,58
1036,66,22,11,1042,8,1,01:28.7,58
1037,66,15,7,1041,9,0,01:30.0,57
1038,66,17,3,1038,10,0,01:30.1,57
1039,66,32,9,1039,11,0,01:30.0,57
1040,66,9,2,1037,12,0,01:29.7,57
1041,66,26,5,1046,13,0,01:29.9,57
1042,66,2,2,1034,14,0,01:30.3,56
1043,66,14,9,1045,15,0,01:30.0,55
1044,66,27,13,1044,0,0,01:30.4,46
1045,66,11,8,1050,0,0,01:31.8,41
1046,66,3,3,1043,0,0,01:30.1,25
1047,66,29,8,1049,0,0,01:32.3,23
1048,66,24,5,1047,0,0,01:32.1,12
1049,66,8,1,1036,0,0,0,1
1050,66,33,13,1048,0,0,0,0
1051,67,30,6,1052,1,10,01:22.6,53
1052,67,8,1,1051,2,8,01:22.6,53
1053,67,9,2,1056,3,6,01:23.1,53
1054,67,21,4,1059,4,5,01:23.6,53
1055,67,18,11,1055,5,4,01:23.5,53
1056,67,22,11,1058,6,3,01:23.8,53
1057,67,15,7,1061,7,2,01:23.9,53
1058,67,2,2,1053,8,1,01:23.3,53
1059,67,13,6,1054,9,0,01:23.0,53
1060,67,17,3,1069,10,0,01:24.2,53
1061,67,32,9,1066,11,0,01:24.6,52
1062,67,14,9,1064,12,0,01:25.0,52
1063,67,26,5,1065,13,0,01:25.1,52
1064,67,24,5,1067,14,0,01:24.8,52
1065,67,23,7,1063,15,0,01:24.8,52
1066,67,11,8,1071,16,0,01:25.7,51
1067,67,27,14,1068,17,0,01:25.5,51
1068,67,33,14,1070,0,0,01:24.8,44
1069,67,4,4,1060,0,0,01:23.1,43
1070,67,37,1,1057,0,0,01:23.7,20
1071,67,29,8,1072,0,0,01:26.5,18
1072,67,3,3,1062,0,0,01:25.4,9
1073,68,30,6,1078,1,10,01:38.6,56
1074,68,4,4,1073,2,8,01:37.6,56
1075,68,21,4,1074,3,6,01:39.3,56
1076,68,18,11,1076,4,5,01:39.2,56
1077,68,37,1,1079,5,4,01:39.1,56
1078,68,22,11,1075,6,3,01:39.7,56
1079,68,2,2,1080,7,2,01:39.2,56
1080,68,17,3,1086,8,1,01:39.9,56
1081,68,14,9,1084,9,0,01:40.5,56
1082,68,24,5,1085,10,0,01:41.7,55
1083,68,3,3,1087,11,0,01:40.5,55
1084,68,38,9,1082,12,0,01:39.8,55
1085,68,9,2,1081,13,0,01:40.2,55
1086,68,26,5,1083,14,0,01:39.7,55
1087,68,27,14,1094,15,0,01:41.5,53
1088,68,29,8,1091,16,0,01:41.8,52
1089,68,23,7,1088,0,0,01:39.8,49
1090,68,13,6,1092,0,0,01:39.4,44
1091,68,15,7,1089,0,0,01:44.8,38
1092,68,33,14,1090,0,0,01:45.4,37
1093,68,8,1,1077,0,0,01:44.1,18
1094,68,11,8,1093,0,0,01:40.9,55
1095,69,4,4,1099,1,10,01:32.7,53
1096,69,13,6,1095,2,8,01:33.3,53
1097,69,21,4,1100,3,6,01:33.6,53
1098,69,18,11,1101,4,5,01:33.5,53
1099,69,8,1,1105,5,4,01:33.3,53
1100,69,15,7,1098,6,3,01:33.9,53
1101,69,23,7,1097,7,2,01:33.6,53
1102,69,2,2,1103,8,1,01:34.5,53
1103,69,9,2,1106,9,0,01:33.5,53
1104,69,3,3,1104,10,0,01:34.8,52
1105,69,37,1,1107,11,0,01:34.1,52
1106,69,22,11,1102,12,0,01:34.1,52
1107,69,38,9,1112,13,0,01:35.1,52
1108,69,24,5,1109,14,0,01:34.1,52
1109,69,11,8,1114,15,0,01:35.1,52
1110,69,33,14,1115,16,0,01:35.3,51
1111,69,29,8,1116,17,0,01:35.6,50
1112,69,26,5,1113,18,0,01:34.6,48
1113,69,17,3,1108,0,0,01:35.1,39
1114,69,30,6,1096,0,0,01:32.8,36
1115,69,14,9,1111,0,0,01:35.1,35
1116,69,27,14,1110,0,0,01:36.0,20
1117,70,13,6,1117,1,10,01:12.9,71
1118,70,4,4,1120,2,8,01:13.0,71
1119,70,18,11,1130,3,6,01:13.1,71
1120,70,30,6,1126,4,5,01:12.2,71
1121,70,8,1,1118,5,4,01:13.3,71
1122,70,21,4,1122,6,3,01:13.1,71
1123,70,22,11,1121,7,2,01:13.4,71
1124,70,37,1,1128,8,1,01:13.8,71
1125,70,9,2,1125,9,0,01:14.1,71
1126,70,11,8,1136,10,0,01:13.4,70
1127,70,26,5,1133,11,0,01:13.9,70
1128,70,38,9,1131,12,0,01:13.7,70
1129,70,24,5,1132,13,0,01:13.7,70
1130,70,27,14,1134,14,0,01:14.6,70
1131,70,33,14,1138,15,0,01:14.4,69
1132,70,29,8,1137,16,0,01:13.4,69
1133,70,2,2,1124,17,0,01:14.2,63
1134,70,14,9,1135,0,0,01:16.0,14
1135,70,15,7,1119,0,0,01:14.9,10
1136,70,23,7,1123,0,0,01:16.8,9
1137,70,17,3,1127,0,0,0,1
1138,70,3,3,1129,0,0,0,0
1139,71,21,4,4421,1,10,01:26.0,57
1140,71,22,6,4431,2,8,01:26.2,57
1141,71,4,4,4433,3,6,01:25.7,57
1142,71,14,9,4425,4,5,01:26.7,57
1143,71,17,3,4423,5,4,01:26.5,57
1144,71,31,1,4429,6,3,01:26.4,57
1145,71,32,9,4426,7,2,01:26.6,57
1146,71,8,1,4430,8,1,01:26.3,57
1147,71,15,7,4422,9,0,01:27.1,57
1148,71,13,15,4440,10,0,01:26.9,57
1149,71,18,16,4428,0,0,01:26.3,56
1150,71,23,7,4435,12,0,01:26.5,56
1151,71,35,15,4424,13,0,01:27.7,56
1152,71,11,16,4439,0,0,01:27.9,55
1153,71,39,17,4432,15,0,01:28.0,55
1154,71,33,17,4434,16,0,01:29.0,55
1155,71,40,18,4436,17,0,01:32.9,55
1156,71,30,6,4438,0,0,01:26.3,42
1157,71,2,3,4427,0,0,01:26.9,42
1158,71,27,18,4437,0,0,01:33.1,16
1159,72,4,4,4441,1,10,01:35.9,56
1160,72,15,7,4442,2,8,01:35.8,56
1161,72,2,3,4450,3,6,01:35.7,56
1162,72,31,1,4451,4,5,01:36.6,56
1163,72,23,7,4445,5,4,01:36.3,56
1164,72,14,9,4448,6,3,01:36.8,56
1165,72,30,6,4453,7,2,01:37.0,56
1166,72,32,9,4447,8,1,01:36.9,56
1167,72,8,1,4446,9,0,01:35.5,56
1168,72,13,15,4454,10,0,01:37.2,55
1169,72,39,17,4457,11,0,01:39.8,54
1170,72,33,17,4458,12,0,01:40.4,53
1171,72,27,18,4460,13,0,01:42.5,52
1172,72,22,6,4452,0,0,01:36.9,49
1173,72,21,4,4443,0,0,01:36.2,36
1174,72,17,3,4444,0,0,01:36.0,36
1175,72,35,15,4456,0,0,01:38.1,26
1176,72,18,16,4449,0,0,01:37.9,2
1177,72,19,16,4455,0,0,01:41.5,2
1178,72,40,18,4459,0,0,01:43.6,2
1179,73,4,4,4461,1,10,01:31.7,57
1180,73,15,7,4463,2,8,01:32.3,57
1181,73,8,1,4469,3,6,01:31.8,57
1182,73,23,7,4466,4,5,01:32.7,57
1183,73,37,1,4468,5,4,01:31.4,57
1184,73,17,3,4465,6,3,01:33.1,57
1185,73,13,15,4472,7,2,01:33.3,56
1186,73,14,9,4474,8,1,01:33.4,56
1187,73,22,6,4475,9,0,01:33.0,56
1188,73,33,17,4477,10,0,01:35.7,55
1189,73,35,15,4476,11,0,01:33.5,54
1190,73,40,18,4480,12,0,01:36.4,54
1191,73,27,18,4479,13,0,01:36.9,53
1192,73,18,16,4471,0,0,01:32.4,46
1193,73,11,16,4473,0,0,01:33.1,27
1194,73,2,3,4464,0,0,01:33.1,25
1195,73,30,6,4462,0,0,01:32.9,12
1196,73,21,4,4470,0,0,01:37.0,4
1197,73,39,17,4478,0,0,01:37.5,2
1198,73,32,9,4467,0,0,0,0
1199,74,4,4,4482,1,10,01:23.1,62
1200,74,30,6,4494,2,8,01:21.9,62
1201,74,25,1,4487,3,6,01:23.0,62
1202,74,35,15,4492,4,5,01:24.0,62
1203,74,15,7,4485,5,4,01:24.0,62
1204,74,2,3,4489,6,3,01:23.9,62
1205,74,17,3,4484,7,2,01:24.4,62
1206,74,24,9,4496,8,1,01:23.5,62
1207,74,23,7,4491,9,0,01:24.2,62
1208,74,13,15,4488,10,0,01:23.6,61
1209,74,14,9,4495,11,0,01:24.6,61
1210,74,39,17,4497,12,0,01:24.1,61
1211,74,33,17,4498,13,0,01:24.7,60
1212,74,27,18,4500,0,0,01:27.4,20
1213,74,22,6,4490,0,0,01:24.4,18
1214,74,8,1,4481,0,0,01:23.3,9
1215,74,40,18,4499,0,0,01:28.3,8
1216,74,21,4,4493,0,0,01:25.7,5
1217,74,18,16,4483,0,0,01:22.6,62
1218,74,11,16,4486,0,0,01:23.4,62
1219,75,8,1,4501,1,10,01:16.0,66
1220,75,4,4,4503,2,8,01:16.1,66
1221,75,15,7,4505,3,6,01:16.6,66
1222,75,23,7,4504,4,5,01:16.5,66
1223,75,21,4,4506,5,4,01:15.6,66
1224,75,17,3,4502,6,3,01:16.8,66
1225,75,31,1,4507,7,2,01:15.8,65
1226,75,14,9,4509,8,1,01:16.9,65
1227,75,22,6,4518,9,0,01:17.2,65
1228,75,2,3,4517,10,0,01:16.5,65
1229,75,13,15,4510,11,0,01:16.8,63
1230,75,33,17,4514,12,0,01:19.0,63
1231,75,39,17,4513,13,0,01:19.7,63
1232,75,35,15,4512,0,0,01:17.6,51
1233,75,30,6,4508,0,0,01:15.6,46
1234,75,27,18,4515,0,0,01:20.1,19
1235,75,40,18,4516,0,0,01:20.9,11
1236,75,24,9,4511,0,0,01:19.4,9
1237,76,8,1,4519,1,10,01:15.9,78
1238,76,2,3,4524,2,8,01:17.2,78
1239,76,17,3,4521,3,6,01:17.0,78
1240,76,4,4,4520,4,5,01:16.6,78
1241,76,31,1,4534,5,4,01:17.4,78
1242,76,23,7,4536,6,3,01:17.1,78
1243,76,30,6,4526,7,2,01:15.8,78
1244,76,22,6,4528,8,1,01:16.9,78
1245,76,13,15,4529,9,0,01:17.8,77
