resultID,raceID,driverID,constructorID,qualifyID,FinalPosition,RacePoints,FastestLap,TotalLaps
17682,731,436,172,,11,0,0,16
17683,731,401,172,,0,0,0,25
17684,731,435,6,,0,0,0,25
17685,731,386,66,,0,0,0,22
17686,731,408,170,,0,0,0,22
17687,731,360,170,,0,0,0,19
17688,731,418,176,,0,0,0,13
17689,731,404,172,,0,0,0,8
17690,731,394,6,,0,0,0,3
17691,731,364,176,,0,0,0,0
17692,731,459,66,,0,0,0,0
17693,731,453,66,,0,0,0,0
17694,731,460,66,,0,0,0,0
17695,731,456,26,,0,0,0,0
17696,731,461,95,,0,0,0,0
17697,731,347,95,,0,0,0,0
17698,732,364,95,,1,9,0,54
17699,732,408,170,,2,6,0,53
17700,732,386,66,,3,4,0,52
17701,732,360,170,,4,3,0,51
17702,732,341,26,,5,2,0,51
17703,732,430,95,,6,1,0,51
17704,732,427,172,,7,0,0,50
17705,732,401,172,,8,0,0,48
17706,732,289,66,,9,0,0,44
17707,732,347,95,,0,0,0,43
17708,732,373,172,,0,0,0,34
17709,732,453,87,,0,0,0,28
17710,732,456,26,,0,0,0,21
17711,732,418,176,,0,0,0,15
17712,732,356,172,,0,0,0,11
17713,732,346,176,,0,0,0,6
17714,732,404,172,,0,0,0,1
17715,732,397,32,,0,0,0,0
17716,732,459,66,,0,0,0,0
17717,732,462,95,,0,0,0,0
17718,732,446,172,,0,0,0,0
17719,732,437,170,,0,0,0,0
17720,733,373,172,,1,9,0,75
17721,733,341,26,,2,6,0,75
17722,733,360,170,,3,4,0,75
17723,733,289,66,,4,3,0,75
17724,733,356,172,,5,2,0,74
17725,733,408,170,,6,1,0,74
17726,733,418,172,,7,0,0,74
17727,733,401,172,,8,0,0,74
17728,733,364,95,,9,0,0,73
17729,733,453,170,,10,0,0,72
17730,733,438,99,,11,0,0,71
17731,733,437,170,,12,0,0,71
17732,733,386,66,,13,0,0,70
17733,733,430,95,,14,0,0,69
17734,733,463,172,,15,0,0,64
17735,733,404,172,,16,0,0,61
17736,733,403,6,,0,0,0,47
17737,733,456,26,,0,0,0,35
17738,733,347,95,,0,0,0,27
17739,733,455,176,,0,0,0,11
17740,733,464,172,,0,0,0,6
17741,733,465,172,,0,0,0,0
17742,733,427,172,,0,0,0,0
17743,733,436,99,,0,0,0,0
17744,733,465,97,,0,0,0,0
17745,733,346,176,,0,0,0,0
17746,734,289,66,,1,9,0,15
17747,734,341,26,,2,6,0,15
17748,734,364,95,,3,4,0,15
17749,734,373,172,,4,3,0,15
17750,734,360,170,,5,2,0,15
17751,734,454,6,,6,1,0,15
17752,734,347,95,,7,0,0,15
17753,734,386,66,,8,0,0,15
17754,734,408,170,,9,0,0,15
17755,734,394,6,,10,0,0,15
17756,734,437,170,,11,0,0,15
17757,734,346,172,,12,0,0,15
17758,734,430,95,,13,0,0,15
17759,734,466,95,,14,0,0,14
17760,734,425,95,,15,0,0,14
17761,734,376,100,,16,0,0,14
17762,734,453,170,,0,0,0,10
17763,734,403,6,,0,0,0,9
17764,734,356,34,,0,0,0,9
17765,734,465,97,,0,0,0,7
17766,734,456,26,,0,0,0,4
17767,734,427,172,,0,0,0,4
17768,734,385,6,,0,0,0,4
17769,734,461,176,,0,0,0,4
17770,734,428,170,,0,0,0,2
17771,734,401,172,,0,0,0,0
17772,734,464,172,,0,0,0,0
17773,734,455,176,,0,0,0,0
17774,734,463,172,,0,0,0,0
17775,734,445,176,,0,0,0,0
17776,734,459,66,,0,0,0,0
17777,735,289,66,,1,9,0,86
17778,735,386,66,,2,6,0,86
17779,735,360,170,,3,4,0,86
17780,735,435,6,,4,3,0,86
17781,735,394,6,,5,2,0,86
17782,735,347,95,,6,1,0,85
17783,735,408,170,,7,0,0,85
17784,735,385,6,,8,0,0,84
17785,735,425,172,,9,0,0,84
17786,735,430,95,,10,0,0,81
17787,735,403,6,,11,0,0,81
17788,735,418,176,,12,0,0,77
17789,735,364,95,,13,0,0,66
17790,735,454,6,,14,0,0,63
17791,735,404,172,,0,0,0,45
17792,735,341,26,,0,0,0,42
17793,735,456,26,,0,0,0,41
17794,735,401,172,,0,0,0,25
17795,735,438,99,,0,0,0,18
17796,735,427,172,,0,0,0,17
17797,735,373,172,,0,0,0,12
17798,735,464,176,,0,0,0,0
17799,735,465,97,,0,0,0,0
17800,735,460,172,,0,0,0,0
17801,735,437,170,,0,0,0,0
17802,735,346,176,,0,0,0,0
17803,735,467,172,,0,0,0,0
17804,735,444,174,,0,0,0,0
17805,735,463,172,,0,0,0,0
17806,735,439,86,,0,0,0,0
17807,735,442,177,,0,0,0,0
17808,736,373,172,,1,9,0,100
17809,736,289,66,,2,6,0,100
17810,736,360,170,,3,4,0,99
17811,736,356,34,,4,3,0,99
17812,736,364,95,,5,2,0,99
17813,736,418,176,,6,1,0,99
17814,736,408,170,,7,0,0,97
17815,736,404,172,,8,0,0,96
17816,736,468,172,,9,0,0,96
17817,736,469,172,,10,0,0,93
17818,736,434,170,,11,0,0,91
17819,736,401,172,,12,0,0,85
17820,736,347,95,,13,0,0,79
17821,736,386,66,,0,0,0,35
17822,736,427,172,,0,0,0,32
17823,736,470,170,,0,0,0,31
17824,736,341,26,,0,0,0,19
17825,736,430,95,,0,0,0,9
17826,736,456,26,,0,0,0,0
17827,736,440,172,,0,0,0,0
17828,737,289,66,,1,9,0,82
17829,737,360,170,,2,6,0,82
17830,737,408,170,,3,4,0,82
17831,737,356,34,,4,3,0,82
17832,737,404,172,,5,2,0,81
17833,737,410,172,,6,1,0,78
17834,737,386,66,,7,0,0,78
17835,737,340,170,,8,0,0,78
17836,737,471,66,,9,0,0,76
17837,737,413,172,,10,0,0,71
17838,737,430,95,,11,0,0,70
17839,737,373,172,,0,0,0,62
17840,737,411,89,,0,0,0,62
17841,737,456,26,,0,0,0,56
17842,737,472,178,,0,0,0,31
17843,737,341,26,,0,0,0,26
17844,737,401,172,,0,0,0,11
17845,737,473,172,,0,0,0,0
17846,737,474,172,,0,0,0,0
17847,737,438,99,,0,0,0,0
17848,737,368,172,,0,0,0,0
17849,738,475,172,,1,9,0,100
17850,738,386,6,,2,6,0,100
17851,738,403,6,,3,4,0,100
17852,738,476,6,,4,3,0,98
17853,738,364,95,,5,2,0,98
17854,738,360,170,,6,1,0,95
17855,738,427,167,,7,0,0,95
17856,738,477,172,,8,0,0,93
17857,738,478,95,,9,0,0,91
17858,738,373,172,,10,0,0,89
17859,738,341,170,,11,0,0,68
17860,738,347,95,,12,0,0,59
17861,738,479,66,,13,0,0,54
17862,738,480,172,,0,0,0,42
17863,738,356,170,,0,0,0,38
17864,738,289,66,,0,0,0,11
17865,738,404,172,,0,0,0,0
17866,738,481,172,,0,0,0,0
17867,738,418,170,,0,0,0,0
17868,738,376,99,,0,0,0,0
17869,738,482,99,,0,0,0,0
17870,739,476,6,,1,9,0,75
17871,739,403,6,,2,6,0,75
17872,739,373,172,,3,4,0,75
17873,739,475,172,,4,3,0,75
17874,739,386,6,,5,2,0,75
17875,739,356,170,,6,1,0,75
17876,739,341,170,,7,0,0,75
17877,739,289,66,,8,0,0,75
17878,739,479,66,,9,0,0,74
17879,739,364,95,,10,0,0,74
17880,739,347,95,,11,0,0,73
17881,739,360,170,,12,0,0,73
17882,739,401,172,,13,0,0,73
17883,739,430,95,,14,0,0,72
17884,739,478,95,,15,0,0,72
17885,739,418,170,,0,0,0,0
17886,739,437,172,,0,0,0,0
17887,740,403,6,,1,9,0,30
17888,740,476,6,,2,6,0,30
17889,740,386,6,,3,4,0,30
17890,740,482,6,,4,3,0,30
17891,740,341,170,,5,2,0,30
17892,740,364,95,,6,1,0,30
17893,740,347,95,,7,0,0,30
17894,740,475,172,,8,0,0,30
17895,740,453,170,,9,0,0,29
17896,740,418,170,,10,0,0,29
17897,740,430,95,,11,0,0,28
17898,740,373,172,,12,0,0,24
17899,740,479,66,,13,0,0,24
17900,740,289,66,,0,0,0,24
17901,740,427,167,,0,0,0,23
17902,740,385,167,,0,0,0,20
17903,740,356,170,,0,0,0,12
17904,740,360,170,,0,0,0,9
17905,740,404,172,,0,0,0,9
17906,740,376,172,,0,0,0,9
17907,740,435,172,,0,0,0,7
17908,740,459,172,,0,0,0,0
17909,740,455,172,,0,0,0,0
17910,740,437,172,,0,0,0,0
17911,740,477,172,,0,0,0,0
17912,740,481,172,,0,0,0,0
17913,741,394,6,,1,9,0,52
17914,741,364,95,,2,6,0,52
17915,741,373,172,,3,4,0,52
17916,741,404,172,,4,3,0,52
17917,741,360,170,,5,2,0,52
17918,741,289,66,,6,1,0,52
17919,741,347,95,,7,0,0,52
17920,741,456,170,,8,0,0,51
17921,741,403,6,,9,0,0,50
17922,741,481,172,,10,0,0,49
17923,741,480,172,,11,0,0,48
17924,741,418,170,,12,0,0,43
17925,741,427,167,,13,0,0,42
17926,741,437,172,,14,0,0,42
17927,741,386,6,,15,0,0,40
17928,741,475,172,,0,0,0,31
17929,741,435,172,,0,0,0,27
17930,741,430,95,,0,0,0,23
17931,741,376,172,,0,0,0,21
17932,741,476,6,,0,0,0,18
17933,741,483,174,,0,0,0,15
17934,741,356,170,,0,0,0,14
17935,741,428,170,,0,0,0,6
17936,741,341,170,,0,0,0,4
17937,741,479,66,,0,0,0,4
17938,741,453,170,,0,0,0,4
17939,741,455,172,,0,0,0,0
17940,741,485,172,,0,0,0,0
17941,741,478,95,,0,0,0,0
17942,741,482,99,,0,0,0,0
17943,741,484,101,,0,0,0,0
17944,742,476,6,,1,9,0,75
17945,742,403,6,,2,6,0,75
17946,742,386,6,,3,4,0,75
17947,742,356,170,,4,3,0,75
17948,742,347,95,,5,2,0,75
17949,742,456,170,,6,1,0,75
17950,742,364,95,,7,0,0,74
17951,742,360,170,,8,0,0,74
17952,742,479,66,,9,0,0,73
17953,742,404,172,,10,0,0,72
17954,742,418,170,,11,0,0,71
17955,742,385,167,,12,0,0,71
17956,742,408,172,,13,0,0,69
17957,742,437,172,,14,0,0,69
17958,742,465,97,,15,0,0,69
17959,742,430,95,,16,0,0,69
17960,742,455,172,,17,0,0,58
17961,742,373,172,,0,0,0,62
17962,742,475,102,,0,0,0,56
17963,742,376,172,,0,0,0,45
17964,742,475,172,,0,0,0,44
17965,742,289,66,,0,0,0,43
17966,742,394,6,,0,0,0,27
17967,742,459,172,,0,0,0,25
17968,742,341,170,,0,0,0,23
17969,742,441,172,,0,0,0,12
17970,742,453,170,,0,0,0,7
17971,742,460,172,,0,0,0,7
17972,742,481,172,,0,0,0,5
17973,742,487,167,,0,0,0,0
17974,742,482,99,,0,0,0,0
17975,743,475,172,,1,9,0,15
17976,743,476,6,,2,6,0,15
17977,743,403,6,,3,4,0,15
17978,743,373,172,,4,3,0,15
17979,743,341,170,,5,2,0,15
17980,743,360,170,,6,1,0,15
17981,743,364,95,,7,0,0,15
17982,743,386,6,,8,0,0,15
17983,743,453,170,,9,0,0,15
17984,743,456,170,,10,0,0,15
17985,743,408,172,,11,0,0,14
17986,743,437,170,,12,0,0,14
17987,743,478,95,,13,0,0,14
17988,743,430,95,,14,0,0,14
17989,743,459,172,,15,0,0,13
17990,743,460,172,,16,0,0,13
17991,743,435,6,,0,0,0,13
17992,743,427,167,,0,0,0,12
17993,743,428,170,,0,0,0,11
17994,743,385,167,,0,0,0,10
17995,743,479,66,,0,0,0,6
17996,743,347,95,,0,0,0,5
17997,743,455,172,,0,0,0,3
17998,743,289,66,,0,0,0,1
17999,743,404,172,,0,0,0,1
18000,743,356,170,,0,0,0,0
18001,743,431,95,,0,0,0,0
18002,743,418,170,,0,0,0,0
18003,743,480,172,,0,0,0,0
18004,743,488,103,,0,0,0,0
18005,743,489,170,,0,0,0,0
18006,743,490,170,,0,0,0,0
18007,743,436,170,,0,0,0,0
18008,744,403,6,,1,9,0,43
18009,744,364,95,,2,6,0,43
18010,744,360,170,,3,4,0,43
18011,744,453,170,,4,3,0,43
18012,744,479,66,,5,2,0,43
18013,744,456,170,,6,1,0,42
18014,744,430,95,,7,0,0,41
18015,744,385,167,,8,0,0,41
18016,744,427,167,,9,0,0,41
18017,744,441,172,,10,0,0,40
18018,744,481,172,,11,0,0,39
18019,744,489,167,,12,0,0,38
18020,744,475,172,,0,0,0,36
18021,744,386,6,,0,0,0,23
18022,744,447,173,,0,0,0,19
18023,744,347,95,,0,0,0,14
18024,744,454,6,,0,0,0,13
18025,744,394,6,,0,0,0,13
18026,744,425,175,,0,0,0,13
18027,744,418,172,,0,0,0,11
18028,744,289,66,,0,0,0,10
18029,744,356,170,,0,0,0,8
18030,744,484,101,,0,0,0,6
18031,744,404,172,,0,0,0,5
18032,744,486,170,,0,0,0,5
18033,744,341,170,,0,0,0,2
18034,744,476,6,,0,0,0,1
18035,744,373,172,,0,0,0,1
18036,744,424,175,,0,0,0,1
18037,744,455,172,,0,0,0,1
18038,744,444,174,,0,0,0,1
18039,744,460,172,,0,0,0,0
18040,744,429,99,,0,0,0,0
18041,744,431,95,,0,0,0,0
18042,744,487,167,,0,0,0,0
18043,744,491,170,,0,0,0,0
18044,744,467,172,,0,0,0,0
18045,744,492,170,,0,0,0,0
18046,744,480,172,,0,0,0,0
18047,745,404,172,,1,9,0,100
18048,745,364,95,,2,6,0,100
18049,745,479,66,,3,4,0,100
18050,745,360,170,,4,3,0,100
18051,745,289,66,,5,2,0,99
18052,745,347,95,,6,1,0,98
18053,745,373,172,,7,0,0,96
18054,745,468,170,,8,0,0,96
18055,745,493,172,,9,0,0,96
18056,745,434,170,,10,0,0,93
18057,745,482,172,,11,0,0,92
18058,745,456,170,,0,0,0,96
18059,745,440,172,,0,0,0,76
18060,745,494,172,,0,0,0,76
18061,745,475,172,,0,0,0,58
18062,745,356,170,,0,0,0,57
18063,745,418,172,,0,0,0,23
18064,745,433,170,,0,0,0,14
18065,745,341,170,,0,0,0,0
18066,745,495,172,,0,0,0,0
18067,746,360,170,,1,8,0,80
18068,746,477,6,,2,6,0,80
18069,746,427,170,,3,0,0,80
18070,746,496,167,,4,3,0,80
18071,746,476,6,,5,2,0,79
18072,746,404,32,,6,1,0,79
18073,746,347,66,,7,0,0,79
18074,746,403,6,,8,0,0,77
18075,746,497,32,,9,0,0,77
18076,746,498,6,,10,0,0,77
18077,746,499,167,,11,0,0,76
18078,746,418,104,,12,0,0,76
18079,746,500,105,,13,0,0,72
18080,746,439,105,,14,0,0,70
18081,746,501,170,,0,0,0,63
18082,746,356,170,,0,0,0,42
18083,746,475,170,,0,0,0,40
18084,746,289,66,,0,0,0,37
18085,746,502,32,,0,0,0,24
18086,746,503,105,,0,0,0,23
18087,746,504,105,,0,0,0,16
18088,746,483,105,,0,0,0,11
18089,747,475,32,,1,8,0,100
18090,747,360,170,,2,6,0,100
18091,747,403,6,,3,4,0,100
18092,747,479,170,,4,3,0,99
18093,747,347,66,,5,2,0,83
18094,747,386,6,,6,1,0,70
18095,747,289,66,,7,0,0,66
18096,747,476,6,,8,0,0,61
18097,747,404,32,,9,0,0,56
18098,747,364,66,,0,0,0,44
18099,747,356,170,,0,0,0,40
18100,747,456,170,,0,0,0,29
18101,747,502,32,,0,0,0,23
18102,747,505,170,,0,0,0,17
18103,747,341,32,,0,0,0,17
18104,747,427,167,,0,0,0,4
18105,747,506,170,,0,0,0,0
18106,747,477,6,,0,0,0,0
18107,747,484,101,,0,0,0,0
18108,747,418,167,,0,0,0,0
18109,747,507,106,,0,0,0,0
18110,747,483,171,,0,0,0,0
18111,747,508,106,,0,0,0,0
18112,747,437,167,,0,0,0,0
18113,748,509,107,,1,8,0,200
18114,748,449,107,,2,6,0,200
18115,748,510,108,,3,4,0,200
18116,748,511,109,,4,3,0,200
18117,748,512,110,,5,2,0,200
18118,748,513,111,,6,1,0,200
18119,748,494,107,,7,0,0,200
18120,748,514,112,,8,0,0,200
18121,748,515,111,,9,0,0,200
18122,748,516,113,,10,0,0,200
18123,748,517,108,,11,0,0,200
18124,748,518,114,,12,0,0,200
18125,748,519,114,,13,0,0,200
18126,748,520,113,,14,0,0,196
18127,748,521,107,,15,0,0,196
18128,748,522,112,,16,0,0,194
18129,748,523,113,,17,0,0,191
18130,748,524,115,,18,0,0,185
18131,748,525,108,,19,0,0,152
18132,748,526,107,,20,0,0,134
18133,748,527,116,,21,0,0,132
18134,748,528,113,,22,0,0,129
18135,748,529,107,,23,0,0,125
18136,748,530,108,,24,0,0,103
18137,748,531,113,,25,0,0,90
18138,748,532,113,,26,0,0,90
18139,748,533,108,,27,0,0,77
18140,748,534,113,,28,0,0,74
18141,748,535,108,,29,0,0,60
18142,748,536,107,,30,0,0,47
18143,748,537,107,,31,0,0,42
18144,748,538,116,,32,0,0,34
18145,748,539,113,,33,0,0,11
18146,749,356,170,,1,8,0,75
18147,749,404,32,,2,6,0,75
18148,749,289,66,,3,4,0,75
18149,749,475,32,,4,3,0,75
18150,749,476,6,,5,2,0,74
18151,749,386,6,,6,1,0,74
18152,749,481,170,,7,0,0,78
18153,749,430,170,,8,0,0,69
18154,749,502,32,,0,0,0,57
18155,749,347,66,,0,0,0,54
18156,749,403,6,,0,0,0,54
18157,749,373,32,,0,0,0,42
18158,749,427,167,,0,0,0,39
18159,749,364,66,,0,0,0,11
18160,749,505,170,,0,0,0,9
18161,749,360,170,,0,0,0,8
18162,749,479,170,,0,0,0,4
18163,749,456,117,,0,0,0,0
18164,749,418,167,,0,0,0,0
18165,749,508,106,,0,0,0,0
18166,749,507,106,,0,0,0,0
18167,750,356,170,,1,8,0,36
18168,750,360,170,,2,6,0,36
18169,750,482,170,,3,4,0,35
18170,750,403,6,,4,3,0,35
18171,750,373,32,,5,2,0,34
18172,750,376,170,,6,1,0,28
18173,750,289,66,,0,0,0,35
18174,750,502,32,,0,0,0,24
18175,750,435,6,,0,0,0,23
18176,750,476,6,,0,0,0,22
18177,750,505,170,,0,0,0,19
18178,750,507,106,,0,0,0,16
18179,750,347,66,,0,0,0,14
18180,750,404,32,,0,0,0,13
18181,750,364,66,,0,0,0,4
18182,750,479,170,,0,0,0,2
18183,750,508,106,,0,0,0,1
18184,750,475,32,,0,0,0,0
18185,750,540,32,,0,0,0,0
18186,751,356,170,,1,8,0,50
18187,751,482,170,,2,6,0,50
18188,751,360,170,,3,4,0,50
18189,751,481,170,,4,3,0,49
18190,751,373,32,,5,2,0,49
18191,751,541,32,,6,1,0,49
18192,751,404,32,,7,0,0,43
18193,751,506,170,,8,0,0,40
18194,751,418,167,,9,0,0,37
18195,751,437,167,,10,0,0,36
18196,751,476,6,,11,0,0,30
18197,751,403,6,,12,0,0,29
18198,751,347,66,,0,0,0,22
18199,751,376,170,,0,0,0,18
18200,751,364,66,,0,0,0,17
18201,751,500,171,,0,0,0,16
18202,751,435,6,,0,0,0,14
18203,751,479,118,,0,0,0,7
18204,751,289,66,,0,0,0,0
18205,751,427,167,,0,0,0,0
18206,751,386,106,,0,0,0,0
18207,751,542,32,,0,0,0,0
18208,751,507,106,,0,0,0,0
18209,752,356,170,,1,8,0,77
18210,752,341,32,,2,6,0,77
18211,752,404,32,,3,4,0,77
18212,752,360,170,,4,3,0,76
18213,752,479,170,,5,2,0,76
18214,752,476,6,,6,1,0,75
18215,752,403,6,,7,0,0,75
18216,752,481,170,,8,0,0,74
18217,752,482,170,,9,0,0,74
18218,752,364,66,,10,0,0,74
18219,752,427,117,,11,0,0,72
18220,752,542,32,,12,0,0,72
18221,752,484,101,,13,0,0,72
18222,752,418,167,,14,0,0,71
18223,752,500,171,,15,0,0,70
18224,752,373,32,,16,0,0,70
18225,752,289,66,,0,0,0,71
18226,752,376,170,,0,0,0,62
18227,752,347,66,,0,0,0,59
18228,752,507,170,,0,0,0,58
18229,752,437,167,,0,0,0,58
18230,752,456,117,,0,0,0,46
18231,752,486,170,,0,0,0,46
18232,752,465,167,,0,0,0,12
18233,752,508,170,,0,0,0,0
18234,753,356,170,,1,8,0,55
18235,753,360,170,,2,6,0,55
18236,753,373,32,,3,4,0,55
18237,753,476,6,,4,3,0,55
18238,753,479,170,,5,2,0,49
18239,753,404,32,,6,1,0,48
18240,753,482,170,,7,0,0,46
18241,753,475,32,,0,0,0,51
18242,753,432,167,,0,0,0,38
18243,753,341,32,,0,0,0,37
18244,753,403,6,,0,0,0,30
18245,753,364,66,,0,0,0,25
18246,753,418,167,,0,0,0,21
18247,753,289,66,,0,0,0,9
18248,753,347,66,,0,0,0,6
18249,754,403,6,,1,8,0,50
18250,754,386,6,,2,6,0,50
18251,754,435,6,,3,4,0,49
18252,754,543,171,,4,3,0,48
18253,754,476,6,,5,2,0,48
18254,754,478,95,,6,1,0,47
18255,754,431,95,,7,0,0,47
18256,754,544,170,,8,0,0,45
18257,754,455,170,,9,0,0,44
18258,754,545,104,,10,0,0,41
18259,754,484,101,,0,0,0,41
18260,754,491,167,,0,0,0,32
18261,754,500,171,,0,0,0,27
18262,754,483,167,,0,0,0,26
18263,754,398,170,,0,0,0,23
18264,754,546,170,,0,0,0,0
18265,754,547,105,,0,0,0,0
18266,755,475,32,,1,8,0,75
18267,755,404,32,,2,6,0,75
18268,755,360,170,,3,4,0,75
18269,755,356,170,,4,3,0,74
18270,755,347,66,,5,2,0,74
18271,755,403,170,,6,1,0,74
18272,755,440,32,,7,0,0,73
18273,755,456,170,,8,0,0,73
18274,755,476,167,,9,0,0,72
18275,755,507,106,,10,0,0,70
18276,755,353,171,,11,0,0,69
18277,755,482,170,,12,0,0,69
18278,755,548,105,,13,0,0,68
18279,755,481,170,,14,0,0,68
18280,755,427,167,,15,0,0,66
18281,755,373,32,,16,0,0,61
18282,755,289,66,,0,0,0,34
18283,755,437,167,,0,0,0,29
18284,755,484,167,,0,0,0,20
18285,755,364,66,,0,0,0,18
18286,755,541,170,,0,0,0,11
18287,755,479,170,,0,0,0,6
18288,755,341,32,,0,0,0,3
18289,756,356,170,,1,9,0,100
18290,756,479,6,,2,6,0,100
18291,756,427,170,,3,4,0,98
18292,756,403,6,,4,3,0,97
18293,756,360,170,,5,2,0,96
18294,756,456,167,,6,0,0,83
18295,756,475,170,,0,0,0,81
18296,756,541,66,,0,0,0,64
18297,756,501,66,,0,0,0,48
18298,756,347,66,,0,0,0,44
18299,756,554,6,,0,0,0,24
18300,756,289,32,,0,0,0,21
18301,756,418,170,,0,0,0,6
18302,756,476,95,,0,0,0,1
18303,756,477,6,,0,0,0,1
18304,756,506,32,,0,0,0,1
18305,756,549,170,,0,0,0,0
18306,756,483,105,,0,0,0,0
18307,756,550,170,,0,0,0,0
18308,756,376,170,,0,0,0,0
18309,756,551,95,,0,0,0,0
18310,756,353,32,,0,0,0,0
18311,756,552,170,,0,0,0,0
18312,756,553,105,,0,0,0,0
18313,757,449,107,,1,8,0,200
18314,757,509,107,,2,6,0,200
18315,757,512,110,,3,5,0,200
18316,757,529,108,,4,3,0,200
18317,757,510,108,,5,2,0,200
18318,757,533,108,,6,0,0,200
18319,757,518,113,,7,0,0,200
18320,757,513,113,,8,0,0,200
18321,757,555,113,,9,0,0,200
18322,757,531,114,,10,0,0,200
18323,757,520,114,,11,0,0,200
18324,757,514,119,,12,0,0,200
18325,757,538,120,,13,0,0,200
18326,757,556,113,,14,0,0,200
18327,757,557,113,,15,0,0,200
18328,757,535,113,,16,0,0,200
18329,757,527,114,,0,0,0,182
18330,757,558,114,,0,0,0,163
18331,757,559,107,,0,0,0,162
18332,757,537,107,,0,0,0,150
18333,757,560,114,,0,0,0,147
18334,757,528,113,,0,0,0,136
18335,757,561,121,,0,0,0,115
18336,757,511,109,,0,0,0,112
18337,757,516,113,,0,0,0,109
18338,757,522,113,,0,0,0,85
18339,757,562,115,,0,0,0,47
18340,757,563,113,,0,0,0,45
18341,757,564,113,,0,0,0,45
18342,757,565,122,,0,0,0,45
18343,757,517,113,,0,0,0,45
18344,757,536,110,,0,0,0,34
18345,757,525,108,,0,0,0,1
18346,758,347,66,,1,8,0,75
18347,758,356,170,,2,6,0,75
18348,758,418,170,,3,4,0,75
18349,758,404,32,,4,3,0,74
18350,758,554,6,,5,2,0,74
18351,758,403,6,,6,0,0,73
18352,758,289,32,,7,0,0,73
18353,758,427,170,,8,0,0,73
18354,758,477,6,,9,0,0,71
18355,758,430,95,,10,0,0,68
18356,758,475,170,,0,1,0,62
18357,758,501,66,,0,0,0,46
18358,758,479,6,,0,0,0,42
18359,758,566,117,,0,0,0,25
18360,758,456,117,,0,0,0,3
18361,759,479,6,,1,8,0,50
18362,759,403,6,,2,6,0,50
18363,759,356,170,,3,4,0,50
18364,759,482,6,,4,3,0,50
18365,759,360,170,,5,2,0,50
18366,759,541,66,,6,0,0,50
18367,759,501,66,,7,0,0,47
18368,759,483,105,,8,0,0,41
18369,759,430,105,,9,0,0,40
18370,759,567,105,,10,0,0,40
18371,759,427,170,,11,0,0,36
18372,759,475,66,,0,1,0,42
18373,759,554,6,,0,0,0,31
18374,759,456,167,,0,0,0,20
18375,759,364,6,,0,0,0,19
18376,759,404,32,,0,0,0,14
18377,759,437,167,,0,0,0,13
18378,759,418,170,,0,0,0,8
18379,759,289,32,,0,0,0,7
18380,759,462,167,,0,0,0,7
18381,759,347,66,,0,0,0,6
18382,759,568,105,,0,0,0,0
18383,760,356,170,,1,8,0,75
18384,760,475,66,,2,6.5,0,75
18385,760,360,170,,3,4.5,0,75
18386,760,501,66,,4,3,0,74
18387,760,427,170,,5,2,0,74
18388,760,456,117,,6,0,0,74
18389,760,418,170,,7,0,0,73
18390,760,502,32,,8,0,0,71
18391,760,289,32,,9,0,0,70
18392,760,505,169,,10,0,0,70
18393,760,481,170,,11,0,0,69
18394,760,569,170,,12,0,0,69
18395,760,549,169,,13,0,0,69
18396,760,566,117,,0,0,0,69
18397,760,567,105,,0,0,0,57
18398,760,541,66,,0,0,0,53
18399,760,486,170,,0,0,0,39
18400,760,347,66,,0,0,0,37
18401,760,437,167,,0,0,0,31
18402,760,478,167,,0,0,0,21
18403,760,542,32,,0,0,0,19
18404,760,484,101,,0,0,0,18
18405,760,540,170,,0,0,0,17
18406,760,479,118,,0,0,0,13
18407,760,465,170,,0,0,0,0
18408,760,570,170,,0,0,0,0
18409,760,387,123,,0,0,0,0
18410,760,571,32,,0,0,0,0
18411,760,401,170,,0,0,0,0
18412,760,441,170,,0,0,0,0
18413,761,479,6,,1,9,0,60
18414,761,364,6,,2,6,0,60
18415,761,403,6,,3,4,0,60
18416,761,427,170,,4,3,0,59
18417,761,347,66,,5,2,0,58
18418,761,437,167,,6,0,0,56
18419,761,501,66,,7,0,0,49
18420,761,360,170,,0,0,0,36
18421,761,478,66,,0,0,0,36
18422,761,418,170,,0,0,0,23
18423,761,356,170,,0,0,0,15
18424,761,289,32,,0,0,0,10
18425,761,404,32,,0,0,0,7
18426,761,477,6,,0,0,0,2
18427,761,475,170,,0,0,0,1
18428,762,475,170,,1,9,0,62
18429,762,418,170,,2,6,0,61
18430,762,364,6,,3,4,0,61
18431,762,427,170,,4,3,0,60
18432,762,501,66,,5,2,0,59
18433,762,456,117,,6,0,0,59
18434,762,541,66,,7,0,0,59
18435,762,566,117,,8,0,0,58
18436,762,479,6,,9,0,0,57
18437,762,432,167,,10,0,0,56
18438,762,360,170,,0,0,0,38
18439,762,356,170,,0,0,0,23
18440,762,347,66,,0,0,0,10
18441,762,403,6,,0,0,0,5
18442,762,289,32,,0,0,0,5
18443,762,404,32,,0,0,0,3
18444,763,475,170,,1,8,0,72
18445,763,403,6,,2,7,0,72
18446,763,356,170,,3,4,0,72
18447,763,364,6,,4,3,0,72
18448,763,477,6,,5,2,0,71
18449,763,482,6,,6,0,0,71
18450,763,501,66,,7,0,0,70
18451,763,347,66,,8,0,0,70
18452,763,427,170,,9,0,0,70
18453,763,566,117,,10,0,0,70
18454,763,462,167,,11,0,0,68
18455,763,483,170,,12,0,0,68
